Trajectories
100
	x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_RHandOut			x_RHandIn			x_RThumb1			x_RThumbTip			x_RIndex2			x_RIndexTip			x_RMiddle2			x_RMiddleTip			x_RRing2			x_RRingTip			x_RPinky2			x_RPinkyTip			x_LThumb1			x_LThumbTip			x_LIndex2			x_LIndexTip			x_LMiddle2			x_LMiddleTip			x_LRing2			x_LRingTip			x_LPinky2			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
260	-762.382	1054.625	684.685	-707.221	1047.412	687.115	-758.489	1127.242	668.916	-698.912	1124.445	688.611	-795.933	-482.203	674.081	-735.865	-499.176	692.137	-703.757	-474.358	664.988	-700.855	-534.985	666.781	-744.6	-570.582	672.494	-748.764	-600.446	663.539	-765.793	-576.632	671.256	0	0	0	-800.004	-565.074	649.552	-779.408	-598.622	656.411	-801.075	-540.834	657.625	-783.089	-563.222	664.595	-666.959	1095.924	667.639	-663.876	1160.577	669.337	-692.17	1198.926	674.762	-695.05	1230.024	662.113	-707.422	1207.092	669.829	-705.002	1242.906	655.503	-726.685	1197.823	662.481	-720.525	1229.115	655.404	-750.443	1178.623	653.81	-747.464	1203.972	652.142
261	-762.245	1054.544	684.675	-707.097	1047.331	687.114	-758.336	1127.104	668.904	-698.759	1124.341	688.644	-795.904	-482.302	674.142	-735.808	-499.266	692.172	-703.769	-474.486	665.024	-700.825	-535.074	666.857	-744.558	-570.68	672.563	-748.744	-600.557	663.667	-765.773	-576.722	671.331	0	0	0	-799.978	-565.152	649.662	-779.381	-598.708	656.498	-801.025	-540.912	657.687	-783.073	-563.309	664.725	-666.819	1095.851	667.668	-663.76	1160.501	669.393	-692.054	1198.849	674.825	-694.92	1229.924	662.133	-707.284	1207.011	669.913	-704.806	1242.677	655.318	-726.561	1197.746	662.537	-720.382	1229.038	655.479	-750.315	1178.567	653.862	-747.31	1203.882	652.163
262	-762.108	1054.378	684.632	-706.975	1047.231	687.132	-758.227	1126.998	668.92	-698.629	1124.265	688.7	-795.858	-482.399	674.206	-735.78	-499.354	692.254	-703.736	-474.571	665.076	-700.778	-535.147	666.9	-744.501	-570.752	672.609	-748.748	-600.595	663.722	-765.709	-576.841	671.47	0	0	0	-799.945	-565.263	649.755	-779.352	-598.828	656.636	-800.994	-541.003	657.781	-783.054	-563.405	664.813	-666.699	1095.766	667.77	-663.62	1160.398	669.43	-691.917	1198.727	674.841	-694.8	1229.824	662.165	-707.147	1206.905	669.931	-704.707	1242.675	655.502	-726.424	1197.644	662.546	-720.231	1228.956	655.516	-750.181	1178.484	653.915	-747.187	1203.793	652.195
263	-761.967	1054.284	684.629	-706.854	1047.107	687.097	-758.085	1126.82	668.827	-698.509	1124.15	688.679	-795.818	-482.494	674.29	-735.75	-499.452	692.34	-703.696	-474.677	665.17	-700.763	-535.253	666.975	-744.462	-570.848	672.672	-748.653	-600.731	663.819	-765.683	-576.934	671.553	0	0	0	-799.921	-565.336	649.85	-779.338	-598.957	656.774	-800.951	-541.09	657.864	-783.007	-563.487	664.87	-666.611	1095.631	667.672	-663.462	1160.254	669.437	-691.783	1198.639	674.874	-694.655	1229.708	662.208	-707.044	1206.865	670.034	-704.57	1242.594	655.55	-726.297	1197.528	662.55	-720.124	1228.877	655.559	-750.05	1178.367	653.88	-747.059	1203.717	652.225
264	-761.867	1054.187	684.604	-706.713	1046.97	687.051	-757.952	1126.723	668.834	-698.375	1124.068	688.71	-795.786	-482.585	674.377	-735.713	-499.532	692.419	-703.665	-474.77	665.204	-700.726	-535.345	667.041	-744.443	-570.957	672.793	-748.669	-600.843	664.002	-765.673	-577.023	671.699	0	0	0	-799.897	-565.453	649.933	-779.255	-598.988	656.727	-800.916	-541.19	657.962	-782.982	-563.593	664.981	-666.477	1095.515	667.673	-663.34	1160.139	669.398	-691.652	1198.53	674.887	-694.524	1229.592	662.214	-706.913	1206.732	669.997	-704.447	1242.472	655.59	-726.151	1197.41	662.554	-719.997	1228.752	655.534	-749.921	1178.224	653.857	-746.905	1203.569	652.212
265	-761.745	1054.088	684.597	-706.583	1046.857	687.039	-757.835	1126.649	668.856	-698.247	1123.937	688.708	-795.744	-482.67	674.426	-735.676	-499.62	692.489	-703.627	-474.865	665.258	-700.657	-535.429	667.089	-744.456	-571.088	673.007	-748.591	-600.897	663.962	-765.616	-577.136	671.791	0	0	0	-799.865	-565.557	650.027	-779.109	-598.885	656.38	-800.876	-541.286	658.033	-782.95	-563.674	665.063	-666.35	1095.415	667.661	-663.209	1160.051	669.411	-691.516	1198.385	674.865	-694.4	1229.492	662.182	-706.777	1206.628	670	-704.302	1242.372	655.579	-726.021	1197.3	662.546	-719.859	1228.618	655.516	-749.791	1178.107	653.839	-746.798	1203.467	652.215
266	-761.607	1053.986	684.603	-706.449	1046.745	687.006	-757.7	1126.574	668.888	-698.11	1123.804	688.628	-795.714	-482.773	674.511	-735.621	-499.715	692.519	-703.569	-474.958	665.301	-700.625	-535.52	667.156	-744.418	-571.195	673.109	-748.553	-601.014	664.134	-765.554	-577.211	671.862	0	0	0	-799.821	-565.654	650.126	-779.064	-598.98	656.445	-800.847	-541.39	658.131	-782.901	-563.768	665.135	-666.217	1095.283	667.644	-663.065	1159.935	669.416	-691.386	1198.278	674.854	-694.264	1229.389	662.205	-706.619	1206.522	669.978	-704.158	1242.237	655.538	-725.87	1197.189	662.543	-719.727	1228.511	655.535	-749.658	1177.987	653.811	-746.67	1203.335	652.162
267	-761.47	1053.875	684.618	-706.325	1046.62	686.97	-757.55	1126.446	668.877	-697.949	1123.626	688.542	-795.669	-482.862	674.588	-735.595	-499.784	692.578	-703.546	-475.032	665.323	-700.561	-535.602	667.189	-744.388	-571.284	673.176	-748.489	-601.098	664.182	-765.52	-577.31	671.892	0	0	0	-799.772	-565.754	650.176	-779.026	-599.078	656.544	-800.828	-541.494	658.22	-782.846	-563.869	665.201	-666.043	1095.187	667.666	-662.929	1159.823	669.358	-691.238	1198.15	674.795	-694.094	1229.253	662.177	-706.469	1206.374	669.912	-703.987	1242.06	655.419	-725.743	1197.095	662.556	-719.588	1228.405	655.527	-749.545	1177.885	653.826	-746.548	1203.216	652.17
268	-761.31	1053.752	684.566	-706.177	1046.493	686.899	-757.423	1126.366	668.935	-697.797	1123.527	688.519	-795.627	-482.966	674.623	-735.524	-499.875	692.564	-703.517	-475.128	665.353	-700.516	-535.682	667.229	-744.348	-571.394	673.291	-748.46	-601.227	664.303	-765.472	-577.392	671.961	0	0	0	-799.735	-565.865	650.264	-778.972	-599.171	656.556	-800.787	-541.599	658.301	-782.818	-563.979	665.299	-665.916	1095.062	667.621	-662.774	1159.711	669.319	-691.105	1198.045	674.769	-693.955	1229.13	662.109	-706.331	1206.285	669.93	-703.866	1241.982	655.429	-725.604	1196.933	662.473	-719.434	1228.307	655.542	-749.421	1177.762	653.835	-746.424	1203.095	652.141
269	-761.191	1053.64	684.542	-706.049	1046.38	686.849	-757.273	1126.184	668.809	-697.674	1123.432	688.477	-795.59	-483.074	674.67	-735.47	-499.974	692.602	-703.48	-475.222	665.393	-700.463	-535.777	667.277	-744.251	-571.474	673.217	-748.437	-601.306	664.363	-765.407	-577.504	672.011	0	0	0	-799.708	-565.975	650.315	-779.025	-599.463	657.066	-800.755	-541.708	658.361	-782.776	-564.082	665.366	-665.792	1094.926	667.555	-662.612	1159.539	669.207	-690.947	1197.949	674.698	-693.818	1228.983	662.009	-706.348	1206.875	670.678	-703.742	1241.861	655.37	-725.464	1196.814	662.418	-719.316	1228.189	655.452	-749.297	1177.646	653.81	-746.304	1202.964	652.068
270	-761.061	1053.507	684.528	-705.897	1046.251	686.813	-757.15	1126.088	668.806	-697.551	1123.263	688.354	-795.553	-483.187	674.723	-735.421	-500.072	692.637	-703.439	-475.308	665.399	-700.37	-535.87	667.234	-744.235	-571.583	673.313	-748.398	-601.377	664.382	-765.371	-577.59	672.042	0	0	0	-799.689	-566.093	650.415	-779.073	-599.632	657.336	-800.699	-541.811	658.407	-782.725	-564.194	665.43	-665.679	1094.759	667.387	-662.5	1159.429	669.146	-690.809	1197.813	674.626	-693.682	1228.861	661.923	-706.203	1206.738	670.614	-703.621	1241.735	655.331	-725.333	1196.712	662.359	-719.173	1228.076	655.436	-749.179	1177.547	653.782	-746.199	1202.848	652.059
271	-760.942	1053.382	684.494	-705.766	1046.134	686.792	-757.021	1125.961	668.736	-697.402	1123.123	688.281	-795.522	-483.3	674.762	-735.369	-500.156	692.657	-703.407	-475.385	665.403	-700.286	-535.962	667.243	-744.148	-571.655	673.244	-748.339	-601.476	664.396	-765.32	-577.688	672.062	0	0	0	-799.65	-566.211	650.474	-779.038	-599.762	657.434	-800.658	-541.907	658.452	-782.68	-564.291	665.476	-665.558	1094.631	667.311	-662.355	1159.271	669.013	-690.653	1197.641	674.509	-693.542	1228.75	661.86	-705.843	1205.764	669.547	-703.492	1241.615	655.246	-725.21	1196.606	662.347	-719.118	1227.708	655.225	-749.076	1177.393	653.698	-746.092	1202.697	651.951
272	-760.808	1053.27	684.484	-705.648	1046.001	686.741	-756.914	1125.825	668.701	-697.251	1123.015	688.275	-795.487	-483.408	674.818	-735.338	-500.257	692.678	-703.366	-475.478	665.413	-700.197	-536.041	667.239	-744.116	-571.76	673.275	-748.272	-601.584	664.399	-765.301	-577.808	672.168	0	0	0	-799.615	-566.308	650.537	-778.981	-599.844	657.425	-800.632	-542.024	658.505	-782.644	-564.393	665.527	-665.421	1094.469	667.203	-662.226	1159.092	668.89	-690.522	1197.49	674.389	-693.409	1228.61	661.753	-705.74	1205.671	669.514	-703.357	1241.488	655.217	-725.09	1196.442	662.25	-718.888	1227.729	655.112	-748.967	1177.284	653.646	-745.98	1202.574	651.898
273	-760.687	1053.151	684.456	-705.514	1045.872	686.679	-756.781	1125.688	668.683	-697.117	1122.854	688.189	-795.453	-483.514	674.868	-735.261	-500.354	692.674	-703.319	-475.546	665.443	-700.129	-536.114	667.225	-744.041	-571.817	673.27	-748.223	-601.705	664.43	-765.225	-577.924	672.241	0	0	0	-799.564	-566.422	650.584	-778.928	-599.955	657.455	-800.591	-542.138	658.568	-782.592	-564.505	665.537	-665.292	1094.338	667.147	-662.078	1158.946	668.788	-690.396	1197.331	674.288	-693.293	1228.453	661.648	-705.626	1205.555	669.478	-703.25	1241.348	655.131	-724.946	1196.317	662.194	-718.78	1227.593	655.061	-748.858	1177.135	653.555	-745.88	1202.425	651.797
274	-760.558	1052.982	684.379	-705.387	1045.72	686.622	-756.665	1125.544	668.638	-697.004	1122.742	688.129	-795.403	-483.607	674.919	-735.208	-500.454	692.69	-703.292	-475.627	665.433	-700.114	-536.227	667.294	-743.992	-571.92	673.298	-748.125	-601.803	664.425	-765.178	-578.031	672.262	0	0	0	-799.522	-566.53	650.628	-778.877	-600.057	657.524	-800.55	-542.255	658.614	-782.541	-564.615	665.591	-665.158	1094.21	667.09	-661.976	1158.842	668.718	-690.287	1197.195	674.207	-693.187	1228.302	661.548	-705.539	1205.448	669.439	-703.175	1241.277	655.131	-724.846	1196.161	662.134	-718.673	1227.45	655.007	-748.748	1177.002	653.513	-745.764	1202.254	651.702
275	-760.437	1052.815	684.338	-705.279	1045.584	686.551	-756.558	1125.414	668.62	-697.04	1122.864	688.305	-795.353	-483.714	674.925	-735.165	-500.55	692.708	-703.271	-475.756	665.404	-700.067	-536.315	667.285	-743.915	-572.01	673.3	-748.098	-601.894	664.506	-765.107	-578.117	672.27	0	0	0	-799.483	-566.646	650.677	-778.815	-600.187	657.59	-800.52	-542.379	658.688	-782.483	-564.722	665.601	-665.047	1094.078	667.018	-661.857	1158.723	668.613	-690.175	1197.073	674.125	-693.082	1228.159	661.473	-705.437	1205.32	669.385	-703.082	1241.134	655.062	-724.742	1196.01	662.059	-718.585	1227.327	654.969	-748.65	1176.87	653.497	-745.671	1202.151	651.667
276	-760.303	1052.672	684.326	-705.161	1045.456	686.505	-756.43	1125.21	668.539	-696.916	1122.697	688.201	-795.304	-483.834	674.987	-735.133	-500.664	692.74	-703.225	-475.812	665.415	-700.039	-536.432	667.294	-743.902	-572.133	673.416	-748.038	-602.052	664.573	-765.058	-578.233	672.282	0	0	0	-799.446	-566.77	650.741	-778.561	-600.032	656.976	-800.481	-542.511	658.748	-782.424	-564.842	665.626	-664.941	1093.93	666.916	-661.765	1158.576	668.546	-690.071	1196.941	674.068	-692.977	1228.022	661.404	-705.361	1205.228	669.35	-702.959	1240.928	654.869	-724.639	1195.862	661.984	-718.491	1227.14	654.874	-748.544	1176.721	653.443	-745.554	1201.98	651.63
277	-760.187	1052.559	684.309	-705.039	1045.287	686.395	-756.336	1125.067	668.491	-696.814	1122.58	688.121	-795.295	-483.957	675.062	-735.077	-500.765	692.773	-703.216	-475.974	665.407	-700.002	-536.545	667.31	-743.862	-572.242	673.417	-747.997	-602.138	664.603	-765.01	-578.38	672.374	0	0	0	-799.402	-566.892	650.783	-778.735	-600.428	657.706	-800.444	-542.638	658.795	-782.383	-564.982	665.693	-664.858	1093.751	666.811	-661.662	1158.443	668.46	-689.976	1196.799	673.98	-692.89	1227.867	661.287	-705.269	1205.083	669.292	-702.882	1240.81	654.82	-724.55	1195.716	661.905	-718.396	1226.973	654.808	-748.451	1176.558	653.408	-745.477	1201.846	651.606
278	-760.08	1052.408	684.265	-704.925	1045.115	686.297	-756.248	1124.956	668.488	-696.715	1122.425	688.007	-795.242	-484.091	675.107	-735.029	-500.883	692.783	-703.183	-476.083	665.389	-699.942	-536.644	667.31	-743.833	-572.396	673.543	-747.958	-602.271	664.62	-764.98	-578.502	672.398	0	0	0	-799.362	-567.016	650.868	-778.664	-600.531	657.715	-800.386	-542.749	658.839	-782.339	-565.1	665.768	-664.721	1093.635	666.758	-661.546	1158.307	668.39	-689.874	1196.664	673.911	-692.818	1227.723	661.172	-705.174	1204.908	669.21	-702.801	1240.623	654.662	-724.462	1195.568	661.818	-718.329	1226.859	654.736	-748.376	1176.392	653.303	-745.409	1201.685	651.521
279	-759.979	1052.195	684.172	-704.788	1044.96	686.223	-756.14	1124.694	668.278	-696.596	1122.268	687.953	-795.216	-484.211	675.17	-734.995	-501.004	692.816	-703.16	-476.203	665.398	-699.917	-536.761	667.303	-743.792	-572.513	673.567	-747.915	-602.361	664.648	-764.921	-578.621	672.417	0	0	0	-799.337	-567.151	650.943	-778.622	-600.649	657.754	-800.361	-542.866	658.893	-782.308	-565.225	665.837	-664.628	1093.489	666.67	-661.436	1158.049	668.158	-689.782	1196.52	673.833	-692.73	1227.551	661.054	-705.061	1204.689	668.998	-702.674	1240.399	654.425	-724.381	1195.382	661.717	-718.273	1226.73	654.695	-748.294	1176.207	653.202	-745.345	1201.537	651.45
280	-759.845	1052.027	684.086	-704.675	1044.773	686.114	-756.063	1124.573	668.241	-696.5	1122.105	687.856	-795.196	-484.336	675.216	-734.947	-501.124	692.858	-703.137	-476.314	665.376	-699.86	-536.864	667.304	-743.757	-572.653	673.63	-747.863	-602.48	664.673	-764.88	-578.736	672.468	0	0	0	-799.318	-567.29	651.019	-778.573	-600.766	657.796	-800.338	-543.004	658.955	-782.275	-565.363	665.905	-664.515	1093.324	666.551	-661.351	1157.926	668.074	-689.697	1196.334	673.668	-692.657	1227.38	660.945	-704.964	1204.482	668.843	-702.607	1240.241	654.321	-724.285	1195.231	661.625	-718.182	1226.53	654.526	-748.219	1176.025	653.091	-745.274	1201.335	651.313
281	-759.717	1051.9	684.003	-704.541	1044.616	686.008	-755.907	1124.157	667.879	-696.386	1121.905	687.722	-795.178	-484.473	675.245	-734.903	-501.243	692.844	-703.094	-476.452	665.375	-699.831	-536.991	667.32	-743.732	-572.797	673.7	-747.865	-602.574	664.701	-764.815	-578.847	672.501	0	0	0	-799.275	-567.419	651.038	-778.523	-600.905	657.798	-800.316	-543.153	659.038	-782.253	-565.493	665.966	-664.406	1093.152	666.409	-661.25	1157.785	668.005	-689.617	1196.127	673.501	-692.445	1227.074	660.716	-704.887	1204.335	668.777	-702.542	1240.06	654.249	-724.215	1195.032	661.482	-718.074	1226.313	654.292	-748.141	1175.891	653.022	-745.195	1201.146	651.193
282	-759.59	1051.651	683.839	-704.44	1044.449	685.926	-755.824	1124.061	667.907	-696.278	1121.758	687.623	-795.126	-484.608	675.261	-734.891	-501.39	692.888	-703.063	-476.535	665.4	-699.808	-537.109	667.356	-743.68	-572.913	673.708	-747.806	-602.741	664.731	-764.816	-579	672.633	0	0	0	0	0	0	0	0	0	-800.278	-543.287	659.109	-783.012	-566.383	667.871	-664.291	1092.947	666.238	-661.159	1157.611	667.872	-689.539	1195.964	673.367	-692.504	1227.018	660.675	-704.795	1204.201	668.696	-702.493	1239.917	654.185	-724.127	1194.836	661.365	-718.003	1226.132	654.186	-748.057	1175.639	652.842	-745.106	1200.928	651.014
283	-759.481	1051.458	683.753	-704.327	1044.278	685.819	-755.729	1123.908	667.858	-696.174	1121.533	687.462	-795.092	-484.754	675.283	-734.837	-501.507	692.891	-703.049	-476.693	665.379	-699.759	-537.234	667.374	-743.64	-573.05	673.715	-747.755	-602.886	664.758	-764.76	-579.14	672.671	0	0	0	0	0	0	0	0	0	-800.244	-543.435	659.108	-782.964	-566.521	667.89	-664.057	1092.714	666.129	-661.038	1157.435	667.756	-689.445	1195.804	673.291	-692.427	1226.855	660.557	-704.733	1204.025	668.58	-702.438	1239.723	654.024	-724.062	1194.671	661.271	-717.932	1225.973	654.07	-747.956	1175.465	652.756	-745.033	1200.744	650.897
284	-759.365	1051.252	683.644	-704.203	1044.086	685.7	-755.643	1123.821	667.868	-696.053	1121.369	687.353	-795.048	-484.906	675.293	-734.793	-501.638	692.901	-702.987	-476.792	665.363	-699.698	-537.384	667.368	-743.578	-573.195	673.745	-747.741	-602.992	664.859	-764.702	-579.267	672.671	0	0	0	0	0	0	0	0	0	-800.202	-543.581	659.166	-782.905	-566.66	667.923	-663.94	1092.521	665.983	-660.933	1157.255	667.614	-689.352	1195.599	673.142	-692.349	1226.644	660.417	-704.627	1203.829	668.409	-702.343	1239.513	653.92	-723.957	1194.458	661.12	-717.868	1225.779	653.943	-747.88	1175.237	652.581	-744.97	1200.579	650.804
285	-759.236	1051.055	683.529	-704.068	1043.884	685.594	-755.55	1123.675	667.801	-695.941	1121.17	687.194	-795.023	-485.046	675.32	-734.734	-501.764	692.89	-702.945	-476.92	665.364	-699.65	-537.521	667.348	-743.569	-573.363	673.892	-747.651	-603.149	664.823	-764.632	-579.402	672.677	0	0	0	0	0	0	0	0	0	-800.159	-543.733	659.196	-782.861	-566.824	667.97	-663.842	1092.348	665.899	-660.798	1156.98	667.391	-689.254	1195.411	672.999	-692.265	1226.453	660.27	-704.504	1203.473	668.081	-702.268	1239.331	653.749	-723.863	1194.231	660.944	-717.808	1225.592	653.808	-747.789	1175.038	652.457	-744.898	1200.364	650.639
286	-759.104	1050.854	683.406	-703.945	1043.654	685.391	-755.393	1123.289	667.47	-695.819	1120.936	687.039	-794.972	-485.187	675.323	-734.661	-501.907	692.886	-702.922	-477.106	665.283	-699.595	-537.664	667.334	-743.401	-573.418	673.645	-747.579	-603.288	664.844	-764.588	-579.546	672.671	0	0	0	0	0	0	0	0	0	-800.129	-543.894	659.233	-782.82	-566.989	667.972	-663.721	1092.153	665.723	-660.692	1156.8	667.216	-689.157	1195.161	672.745	-692.153	1226.226	660.051	-704.421	1203.342	668.008	-702.218	1239.138	653.615	-723.743	1194.026	660.804	-717.704	1225.354	653.606	-747.699	1174.857	652.315	-744.787	1200.137	650.406
287	-758.963	1050.555	683.207	-703.809	1043.414	685.219	-755.291	1123.115	667.385	-695.697	1120.711	686.82	-794.989	-485.46	675.647	-734.587	-502.039	692.828	-702.884	-477.248	665.255	-699.549	-537.79	667.303	-743.441	-573.638	673.877	-747.508	-603.457	664.874	-764.521	-579.746	672.789	0	0	0	0	0	0	0	0	0	-800.087	-544.081	659.295	-782.765	-567.147	667.985	-663.596	1091.893	665.521	-660.584	1156.602	667.066	-689.037	1194.942	672.529	-691.924	1225.867	659.726	-704.325	1203.148	667.804	-702.108	1238.958	653.462	-723.651	1193.769	660.562	-717.618	1225.17	653.449	-747.617	1174.636	652.107	-744.702	1199.884	650.107
288	-758.846	1050.333	683.022	-703.656	1043.207	685.022	-755.15	1122.801	667.123	-695.574	1120.489	686.622	-794.928	-485.647	675.691	-734.547	-502.196	692.843	-702.832	-477.382	665.197	-699.465	-537.931	667.243	-743.346	-573.788	673.819	-747.411	-603.623	664.834	-764.43	-579.891	672.736	0	0	0	0	0	0	0	0	0	-800.02	-544.23	659.295	-782.693	-567.293	668.014	-663.472	1091.65	665.27	-660.447	1156.383	666.858	-688.927	1194.742	672.341	-691.934	1225.78	659.634	-704.221	1202.933	667.598	-701.963	1238.652	653.108	-723.538	1193.549	660.366	-717.595	1224.693	653.121	-747.498	1174.407	651.97	-744.615	1199.687	649.945
289	-758.701	1050.117	682.839	-703.525	1042.982	684.863	-755.053	1122.58	666.934	-695.438	1120.306	686.446	-794.87	-485.829	675.699	-734.442	-502.345	692.746	-702.755	-477.543	665.081	-699.374	-538.085	667.15	-743.261	-573.939	673.735	-747.493	-603.705	665.097	-764.352	-580.076	672.728	0	0	0	0	0	0	0	0	0	-799.94	-544.395	659.287	-782.639	-567.474	668.04	-663.329	1091.417	665.071	-660.319	1156.111	666.572	-688.808	1194.518	672.129	-691.831	1225.563	659.401	-704.093	1202.704	667.358	-701.862	1238.41	652.858	-723.423	1193.316	660.131	-717.385	1224.628	652.89	-747.407	1174.142	651.703	-744.523	1199.42	649.701
290	-758.567	1049.894	682.695	-703.397	1042.762	684.671	-754.92	1122.363	666.781	-695.3	1120.071	686.215	-794.735	-485.857	675.324	-734.358	-502.514	692.696	-702.696	-477.694	664.972	-699.286	-538.225	667.032	-743.168	-574.09	673.676	-747.428	-603.92	665.107	-764.25	-580.225	672.668	0	0	0	0	0	0	0	0	0	-799.889	-544.57	659.291	-782.537	-567.634	668.014	-663.222	1091.226	664.931	-660.172	1155.86	666.301	-688.681	1194.223	671.795	-691.711	1225.279	659.065	-704.153	1203.107	667.886	-701.739	1238.148	652.551	-723.309	1193.091	659.924	-717.282	1224.378	652.663	-747.309	1173.897	651.5	-744.429	1199.176	649.466
291	-758.43	1049.659	682.513	-703.245	1042.512	684.459	-754.786	1122.098	666.551	-695.165	1119.809	685.956	-794.704	-486.214	675.637	-734.273	-502.678	692.634	-702.625	-477.863	664.877	-699.177	-538.393	666.873	-742.889	-574.17	673.189	-747.362	-603.981	665.013	-764.185	-580.434	672.711	0	0	0	0	0	0	0	0	0	-799.817	-544.749	659.271	-782.433	-567.806	667.931	-663.104	1090.926	664.566	-660.061	1155.685	666.109	-688.543	1194.005	671.559	-691.614	1225.034	658.792	-703.823	1202.1	666.721	-701.652	1237.904	652.314	-723.195	1192.805	659.626	-717.19	1224.152	652.427	-747.19	1173.655	651.308	-744.323	1198.905	649.223
292	-758.277	1049.4	682.332	-703.091	1042.258	684.217	-754.634	1121.809	666.298	-695.03	1119.567	685.703	-794.605	-486.373	675.581	-734.154	-502.836	692.549	-702.574	-478.017	664.779	-699.108	-538.56	666.799	-742.848	-574.367	673.235	-747.288	-604.143	664.982	-764.063	-580.584	672.644	0	0	0	0	0	0	0	0	0	-799.711	-544.936	659.223	-782.324	-567.99	667.848	-662.968	1090.681	664.306	-659.905	1155.347	665.734	-688.436	1193.784	671.303	-691.492	1224.802	658.544	-703.75	1201.939	666.539	-701.569	1237.721	652.132	-723.074	1192.563	659.387	-717.073	1223.885	652.101	-747.094	1173.389	651.046	-744.248	1198.668	649.008
