Trajectories
100
	x_RWristOut			x_RWristIn			x_RHandOut			x_RHandIn			x_RThumbTip			x_RIndexTip			x_RMiddleTip			x_RRingTip			x_RPinkyTip			x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_LThumbTip			x_LIndexTip			x_LMiddleTip			x_LRingTip			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-787.582	-409.925	686.609	-744.64	-412.524	689.865	-794.483	-481.191	670.923	-734.317	-497.932	689.096	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
3788	128.935	210.564	201.066	137.251	241.057	229.837	173.882	224.099	160.5	202.607	259.042	209.884	195.624	344.805	157.867	293.414	282.779	155.241	295.166	254.812	129.275	278.465	248.772	116.558	249.301	235.222	135.386	168.753	440.702	221.736	151.344	389.754	238.785	222.694	429.264	200.833	221.982	372.913	235.246	246.196	336.102	163.278	263.242	348.726	156.963	295.207	367.795	141.872	279.435	381.666	133.447	255.431	395.278	133.949
3789	128.943	210.549	201.069	137.126	240.983	229.737	173.887	224.079	160.49	202.602	259.022	209.883	195.631	344.75	157.851	293.486	283.039	154.963	295.166	254.814	129.274	278.464	248.78	116.56	249.307	235.219	135.37	168.746	440.702	221.719	151.337	389.743	238.796	222.697	429.237	200.817	221.971	372.926	235.239	246.19	336.114	163.234	263.245	348.729	156.989	295.207	367.796	141.844	279.44	381.651	133.445	255.402	395.252	133.903
3790	128.953	210.541	201.077	137.124	240.97	229.735	173.878	224.083	160.493	202.6	259.009	209.888	195.64	344.776	157.841	293.499	283.025	154.989	295.169	254.82	129.262	278.461	248.789	116.549	249.337	235.197	135.399	168.735	440.729	221.701	151.332	389.748	238.793	222.688	429.193	200.796	221.956	372.943	235.245	246.195	336.126	163.284	263.25	348.75	156.977	295.207	367.799	141.882	279.438	381.651	133.475	255.399	395.246	133.921
3791	128.944	210.532	201.062	137.139	240.95	229.726	173.898	224.071	160.477	202.597	259.013	209.858	195.65	344.745	157.797	293.493	283.016	154.996	295.17	254.816	129.258	278.477	248.782	116.554	249.32	235.218	135.367	168.724	440.698	221.685	151.312	389.753	238.763	222.644	429.208	200.771	221.936	372.95	235.266	246.179	336.118	163.258	263.263	348.763	157.018	295.186	367.799	141.887	279.436	381.645	133.459	255.264	395.2	133.838
3792	128.951	210.518	201.057	137.139	240.96	229.717	173.886	224.065	160.491	202.61	258.985	209.877	195.639	344.739	157.813	293.487	283.005	154.988	295.157	254.811	129.254	278.477	248.77	116.538	249.318	235.211	135.352	168.727	440.726	221.657	151.305	389.766	238.761	222.653	429.195	200.759	221.931	372.979	235.271	246.202	336.156	163.305	263.288	348.76	157.026	295.181	367.785	141.886	279.428	381.631	133.48	255.333	395.212	133.866
3793	128.95	210.511	201.04	137.142	240.942	229.725	173.893	224.04	160.478	202.618	258.977	209.861	195.633	344.775	157.824	293.502	283.002	154.995	295.184	254.787	129.252	278.485	248.741	116.529	249.335	235.192	135.363	168.709	440.742	221.651	151.304	389.765	238.755	222.629	429.213	200.743	221.913	372.984	235.273	246.211	336.185	163.291	263.281	348.777	157.064	295.182	367.795	141.893	279.419	381.625	133.478	255.204	395.144	133.799
3794	128.951	210.499	201.044	137.144	240.929	229.716	173.891	224.031	160.47	202.621	258.976	209.863	195.637	344.766	157.84	293.418	282.732	155.218	295.182	254.772	129.242	278.483	248.736	116.534	249.339	235.155	135.36	168.699	440.756	221.634	151.294	389.784	238.725	222.636	429.202	200.741	221.904	373.02	235.28	246.235	336.206	163.307	263.305	348.793	157.07	295.172	367.802	141.907	279.427	381.609	133.496	255.194	395.16	133.777
3795	128.954	210.496	201.055	137.148	240.921	229.702	173.892	224.031	160.47	202.615	258.948	209.866	195.633	344.766	157.826	293.435	282.732	155.245	295.17	254.779	129.239	278.469	248.736	116.532	249.333	235.169	135.331	168.69	440.77	221.622	151.279	389.805	238.705	222.616	429.243	200.729	221.887	373.038	235.304	246.241	336.215	163.319	263.325	348.812	157.116	295.163	367.782	141.9	279.414	381.607	133.512	255.166	395.164	133.776
3796	128.952	210.483	201.028	137.14	240.906	229.702	173.894	224.014	160.476	202.615	258.948	209.868	195.665	344.719	157.816	293.442	282.729	155.239	295.182	254.763	129.221	278.479	248.733	116.528	249.322	235.155	135.334	168.667	440.771	221.613	151.259	389.816	238.695	222.606	429.23	200.711	221.871	373.058	235.294	246.261	336.256	163.319	263.353	348.833	157.137	295.146	367.785	141.897	279.4	381.588	133.531	255.191	395.184	133.798
3797	128.957	210.481	201.034	137.142	240.912	229.699	173.883	224.028	160.457	202.615	258.941	209.848	195.651	344.72	157.819	293.438	282.732	155.214	295.181	254.737	129.229	278.483	248.723	116.508	249.348	235.162	135.342	168.665	440.789	221.589	151.244	389.811	238.691	222.598	429.231	200.721	221.88	373.074	235.31	246.272	336.273	163.314	263.454	349.076	157.354	294.988	367.73	141.78	279.383	381.607	133.519	255.144	395.19	133.755
3798	128.955	210.464	201.023	137.143	240.912	229.707	173.888	224.017	160.45	202.612	258.948	209.856	195.645	344.711	157.805	293.42	282.706	155.209	295.178	254.738	129.227	278.49	248.708	116.505	249.325	235.158	135.322	168.647	440.794	221.577	151.237	389.833	238.672	222.589	429.243	200.703	221.863	373.082	235.31	246.278	336.294	163.282	263.453	349.085	157.374	294.974	367.73	141.789	279.379	381.587	133.501	255.117	395.167	133.741
3799	128.952	210.476	201.03	137.131	240.903	229.694	173.886	224.018	160.442	202.607	258.939	209.852	195.654	344.712	157.792	293.426	282.718	155.229	295.17	254.762	129.223	278.473	248.717	116.526	249.326	235.136	135.35	168.637	440.81	221.555	151.24	389.834	238.65	222.578	429.255	200.683	221.86	373.112	235.31	246.279	336.324	163.286	263.479	349.107	157.379	294.959	367.734	141.791	279.37	381.591	133.52	255.075	395.152	133.691
3800	128.949	210.471	201.031	137.132	240.907	229.702	173.886	224.006	160.448	202.6	258.948	209.847	195.621	344.748	157.785	293.407	282.716	155.224	295.182	254.746	129.228	278.478	248.724	116.503	249.332	235.157	135.345	168.631	440.809	221.549	151.224	389.855	238.624	222.565	429.272	200.68	221.848	373.107	235.302	246.281	336.349	163.281	263.489	349.131	157.384	294.966	367.753	141.78	279.36	381.606	133.521	255.068	395.171	133.683
3801	128.948	210.458	201.031	137.123	240.906	229.698	173.885	224.003	160.459	202.576	258.949	209.838	195.621	344.736	157.802	293.408	282.738	155.234	295.18	254.755	129.231	278.47	248.743	116.52	249.329	235.167	135.342	168.623	440.825	221.531	151.222	389.848	238.615	222.557	429.29	200.669	221.867	373.122	235.31	246.285	336.352	163.259	263.484	349.15	157.38	294.944	367.764	141.782	279.353	381.62	133.489	255.037	395.17	133.675
3802	128.941	210.475	201.028	137.123	240.914	229.7	173.882	224.016	160.466	202.567	258.959	209.838	195.621	344.7	157.792	293.407	282.742	155.231	295.171	254.781	129.239	278.468	248.74	116.519	249.322	235.171	135.351	168.614	440.828	221.504	151.215	389.866	238.604	222.566	429.302	200.635	221.829	373.146	235.286	246.305	336.376	163.223	263.475	349.161	157.379	294.948	367.767	141.783	279.334	381.621	133.494	255.07	395.174	133.698
3803	128.933	210.477	201.035	137.11	240.917	229.704	173.879	224.033	160.458	202.56	258.968	209.831	195.562	344.752	157.812	293.405	282.762	155.234	295.174	254.776	129.233	278.469	248.75	116.514	249.31	235.177	135.346	168.61	440.844	221.486	151.215	389.87	238.584	222.565	429.292	200.641	221.834	373.162	235.289	246.297	336.396	163.213	263.49	349.169	157.377	294.934	367.797	141.771	279.335	381.652	133.501	255.103	395.205	133.749
3804	128.932	210.472	201.034	137.112	240.931	229.715	173.868	224.034	160.468	202.545	258.977	209.841	195.573	344.763	157.764	293.405	282.766	155.255	295.156	254.802	129.245	278.465	248.758	116.522	249.333	235.202	135.33	168.612	440.854	221.482	151.205	389.865	238.563	222.55	429.334	200.655	221.817	373.161	235.286	246.298	336.394	163.251	263.498	349.2	157.371	294.938	367.806	141.77	279.315	381.659	133.496	255.13	395.235	133.697
3805	128.932	210.488	201.041	137.094	240.939	229.719	173.856	224.052	160.467	202.54	259	209.841	195.562	344.781	157.795	293.398	282.778	155.224	295.159	254.811	129.258	278.461	248.761	116.531	249.304	235.181	135.356	168.606	440.859	221.474	151.201	389.881	238.562	222.538	429.349	200.665	221.821	373.167	235.294	246.305	336.39	163.252	263.502	349.196	157.376	294.918	367.832	141.751	279.304	381.662	133.471	255.185	395.284	133.739
3806	128.918	210.51	201.048	137.084	240.959	229.714	173.858	224.065	160.469	202.546	259.015	209.863	195.57	344.731	157.806	293.459	283.072	154.966	295.152	254.828	129.248	278.455	248.778	116.536	249.308	235.22	135.35	168.607	440.856	221.488	151.21	389.882	238.544	222.555	429.342	200.662	221.82	373.176	235.291	246.33	336.393	163.213	263.497	349.208	157.365	294.928	367.851	141.729	279.3	381.684	133.494	255.144	395.266	133.738
3807	128.923	210.516	201.065	137.081	240.96	229.722	173.85	224.082	160.482	202.523	259.029	209.87	195.542	344.803	157.832	293.365	282.803	155.247	295.14	254.839	129.253	278.442	248.799	116.543	249.304	235.229	135.329	168.601	440.849	221.484	151.206	389.88	238.536	222.564	429.369	200.682	221.819	373.202	235.302	246.327	336.397	163.212	263.504	349.22	157.374	294.91	367.862	141.728	279.28	381.68	133.478	255.212	395.307	133.752
3808	128.92	210.528	201.072	137.076	240.973	229.725	173.848	224.087	160.481	202.502	259.057	209.864	195.527	344.792	157.857	293.367	282.816	155.238	295.133	254.849	129.27	278.434	248.815	116.564	249.312	235.217	135.377	168.608	440.854	221.475	151.21	389.882	238.528	222.561	429.386	200.684	221.844	373.197	235.312	246.312	336.386	163.244	263.517	349.214	157.382	294.905	367.863	141.727	279.264	381.709	133.471	255.306	395.368	133.83
3809	128.909	210.532	201.079	137.066	240.987	229.72	173.846	224.098	160.503	202.506	259.065	209.893	195.517	344.821	157.815	293.376	282.835	155.242	295.125	254.869	129.281	278.439	248.81	116.567	249.297	235.253	135.369	168.62	440.849	221.488	151.218	389.869	238.528	222.563	429.402	200.689	221.847	373.2	235.314	246.373	336.397	163.181	263.518	349.233	157.361	294.903	367.864	141.73	279.25	381.712	133.465	255.306	395.368	133.83
3810	128.904	210.555	201.077	137.063	241.007	229.728	173.832	224.103	160.515	202.491	259.095	209.889	195.492	344.828	157.844	293.373	282.851	155.248	295.127	254.881	129.284	278.43	248.839	116.589	249.294	235.289	135.371	168.62	440.837	221.502	151.233	389.851	238.538	222.585	429.399	200.715	221.84	373.217	235.33	246.349	336.389	163.228	263.491	349.219	157.36	294.887	367.887	141.702	279.253	381.71	133.463	255.401	395.433	133.874
3811	128.903	210.563	201.09	137.051	241.007	229.753	173.829	224.132	160.517	202.492	259.101	209.905	195.463	344.863	157.844	293.354	282.856	155.274	295.115	254.899	129.293	278.419	248.851	116.587	249.28	235.264	135.381	168.648	440.824	221.501	151.234	389.834	238.544	222.594	429.4	200.733	221.868	373.225	235.364	246.378	336.392	163.184	263.515	349.222	157.365	294.894	367.902	141.689	279.233	381.716	133.48	255.359	395.417	133.824
3812	128.895	210.574	201.079	137.041	241.024	229.736	173.817	224.145	160.52	202.485	259.13	209.907	195.464	344.856	157.844	293.351	282.858	155.258	295.117	254.901	129.306	278.413	248.868	116.603	249.256	235.288	135.379	168.65	440.82	221.52	151.251	389.838	238.548	222.591	429.402	200.732	221.878	373.224	235.352	246.392	336.402	163.162	263.531	349.234	157.369	294.898	367.915	141.681	279.238	381.729	133.474	255.425	395.456	133.866
3813	128.887	210.576	201.093	137.026	241.021	229.75	173.817	224.15	160.519	202.469	259.13	209.903	195.422	344.885	157.846	293.35	282.87	155.271	295.109	254.919	129.314	278.414	248.861	116.61	249.265	235.286	135.41	168.662	440.823	221.5	151.275	389.825	238.563	222.61	429.406	200.734	221.899	373.214	235.361	246.385	336.386	163.159	263.541	349.234	157.363	294.897	367.911	141.692	279.227	381.757	133.465	255.395	395.427	133.828
3814	128.883	210.587	201.092	137.018	241.036	229.763	173.798	224.163	160.526	202.458	259.154	209.916	195.419	344.886	157.847	293.339	282.857	155.264	295.101	254.934	129.323	278.403	248.876	116.607	249.25	235.306	135.405	168.677	440.807	221.518	151.298	389.815	238.552	222.623	429.393	200.769	221.917	373.208	235.376	246.404	336.395	163.135	263.56	349.229	157.365	294.903	367.919	141.689	279.238	381.754	133.487	255.404	395.412	133.82
3815	128.872	210.59	201.098	137.005	241.032	229.759	173.792	224.157	160.528	202.441	259.162	209.913	195.407	344.905	157.866	293.328	282.845	155.311	295.087	254.922	129.32	278.394	248.888	116.615	249.242	235.321	135.392	168.698	440.775	221.53	151.316	389.792	238.562	222.63	429.382	200.776	221.958	373.197	235.381	246.427	336.397	163.131	263.58	349.24	157.34	294.895	367.929	141.676	279.22	381.744	133.461	255.432	395.436	133.832
3816	128.861	210.595	201.097	137.008	241.042	229.762	173.789	224.167	160.523	202.439	259.169	209.912	195.39	344.907	157.849	293.319	282.877	155.272	295.088	254.927	129.326	278.383	248.877	116.614	249.241	235.31	135.407	168.723	440.777	221.519	151.338	389.776	238.565	222.656	429.384	200.77	221.994	373.195	235.384	246.438	336.356	163.113	263.591	349.239	157.339	294.902	367.921	141.684	279.23	381.753	133.464	255.462	395.466	133.844
3817	128.863	210.604	201.099	136.998	241.058	229.757	173.764	224.191	160.516	202.427	259.166	209.914	195.376	344.908	157.852	293.326	282.878	155.277	295.084	254.92	129.339	278.377	248.873	116.615	249.227	235.335	135.387	168.735	440.775	221.531	151.355	389.765	238.588	222.685	429.388	200.773	222.019	373.2	235.395	246.461	336.359	163.111	263.59	349.227	157.329	294.91	367.932	141.673	279.235	381.739	133.458	255.56	395.5	133.956
3818	128.844	210.609	201.089	136.987	241.057	229.769	173.779	224.172	160.524	202.413	259.188	209.908	195.377	344.909	157.868	293.317	282.874	155.295	295.078	254.919	129.328	278.372	248.879	116.609	249.207	235.335	135.404	168.768	440.752	221.525	151.386	389.754	238.573	222.689	429.396	200.762	222.051	373.221	235.386	246.495	336.352	163.115	263.621	349.232	157.342	294.908	367.919	141.67	279.24	381.735	133.461	255.563	395.506	133.938
3819	128.84	210.607	201.093	136.978	241.055	229.761	173.763	224.185	160.528	202.413	259.185	209.923	195.363	344.922	157.873	293.304	282.868	155.273	295.065	254.922	129.328	278.369	248.866	116.624	249.211	235.329	135.413	168.793	440.736	221.545	151.403	389.764	238.553	222.722	429.397	200.774	222.061	373.28	235.409	246.51	336.323	163.122	263.628	349.22	157.313	294.922	367.909	141.656	279.256	381.727	133.464	255.556	395.473	133.833
3820	128.843	210.612	201.087	136.988	241.076	229.753	173.752	224.196	160.508	202.415	259.173	209.892	195.346	344.946	157.845	293.302	282.88	155.275	295.068	254.914	129.333	278.362	248.866	116.623	249.205	235.334	135.388	168.81	440.728	221.554	151.448	389.744	238.575	222.75	429.389	200.803	222.084	373.286	235.431	246.522	336.304	163.105	263.642	349.222	157.319	294.927	367.9	141.663	279.265	381.721	133.458	255.623	395.511	133.856
3821	128.825	210.624	201.089	136.976	241.072	229.747	173.757	224.185	160.52	202.398	259.178	209.887	195.342	344.946	157.857	293.309	282.867	155.276	295.061	254.9	129.321	278.354	248.863	116.623	249.202	235.337	135.413	168.828	440.709	221.537	151.467	389.721	238.575	222.773	429.383	200.8	222.146	373.206	235.412	246.559	336.287	163.097	263.656	349.201	157.319	294.94	367.906	141.638	279.27	381.74	133.433	255.656	395.52	133.795
3822	128.824	210.631	201.097	136.968	241.082	229.754	173.741	224.196	160.521	202.39	259.188	209.907	195.339	344.939	157.848	293.309	282.845	155.286	295.058	254.921	129.321	278.345	248.859	116.624	249.197	235.342	135.399	168.853	440.691	221.532	151.494	389.698	238.569	222.795	429.404	200.811	222.15	373.277	235.447	246.611	336.269	163.108	263.694	349.186	157.329	294.959	367.898	141.666	279.287	381.748	133.465	255.746	395.58	133.81
3823	128.826	210.636	201.089	136.971	241.087	229.747	173.743	224.207	160.512	202.389	259.209	209.903	195.323	344.965	157.857	293.317	282.892	155.279	295.052	254.903	129.325	278.343	248.848	116.62	249.185	235.34	135.409	168.892	440.679	221.511	151.518	389.681	238.569	222.829	429.376	200.844	222.187	373.259	235.457	246.622	336.222	163.114	263.697	349.203	157.295	294.963	367.897	141.65	279.291	381.723	133.45	255.75	395.557	133.787
3824	128.819	210.644	201.09	136.966	241.095	229.752	173.734	224.215	160.512	202.393	259.207	209.917	195.328	344.974	157.846	293.322	282.882	155.298	295.056	254.886	129.331	278.352	248.868	116.617	249.182	235.32	135.413	168.928	440.655	221.48	151.545	389.663	238.581	222.831	429.412	200.837	222.19	373.284	235.447	246.651	336.228	163.095	263.723	349.176	157.279	294.974	367.9	141.646	279.287	381.733	133.415	255.75	395.556	133.788
3825	128.824	210.66	201.103	136.97	241.105	229.762	173.741	224.209	160.516	202.381	259.228	209.903	195.31	344.973	157.874	293.312	282.855	155.325	295.064	254.883	129.337	278.354	248.851	116.624	249.195	235.322	135.422	168.932	440.628	221.497	151.557	389.647	238.568	222.855	429.387	200.858	222.219	373.254	235.444	246.69	336.2	163.061	263.73	349.158	157.266	294.973	367.882	141.644	279.308	381.719	133.419	255.856	395.607	133.846
3826	128.811	210.663	201.106	136.971	241.121	229.758	173.741	224.228	160.517	202.38	259.211	209.893	195.316	344.987	157.846	293.314	282.844	155.309	295.056	254.891	129.334	278.34	248.851	116.625	249.187	235.343	135.418	168.965	440.609	221.466	151.59	389.607	238.569	222.883	429.382	200.86	222.239	373.234	235.45	246.708	336.173	163.064	263.764	349.169	157.272	294.987	367.887	141.646	279.318	381.722	133.436	255.831	395.558	133.795
3827	128.819	210.678	201.092	136.964	241.126	229.763	173.738	224.233	160.523	202.392	259.24	209.911	195.336	344.957	157.883	293.321	282.875	155.298	295.05	254.896	129.343	278.345	248.863	116.617	249.195	235.343	135.42	168.972	440.569	221.472	151.602	389.585	238.558	222.89	429.355	200.845	222.272	373.226	235.447	246.74	336.145	163.054	263.77	349.127	157.26	294.987	367.878	141.634	279.336	381.72	133.411	255.924	395.621	133.824
3828	128.808	210.676	201.109	136.958	241.132	229.763	173.726	224.253	160.515	202.387	259.225	209.907	195.316	344.995	157.858	293.319	282.861	155.286	295.046	254.91	129.323	278.341	248.857	116.616	249.186	235.335	135.434	168.993	440.54	221.447	151.614	389.57	238.545	222.892	429.345	200.845	222.265	373.222	235.453	246.76	336.102	163.074	263.792	349.13	157.266	294.999	367.873	141.655	279.341	381.725	133.409	255.908	395.583	133.825
3829	128.805	210.683	201.103	136.962	241.129	229.764	173.726	224.264	160.496	202.385	259.239	209.905	195.347	345.021	157.889	293.304	282.853	155.29	295.049	254.908	129.333	278.344	248.864	116.62	249.179	235.345	135.426	168.997	440.532	221.438	151.627	389.547	238.532	222.93	429.35	200.859	222.299	373.186	235.453	246.779	336.089	163.035	263.777	349.106	157.245	295.011	367.874	141.632	279.359	381.709	133.411	256.082	395.64	133.952
3830	128.811	210.695	201.115	136.967	241.14	229.769	173.726	224.265	160.511	202.398	259.264	209.894	195.351	345.028	157.871	293.33	282.859	155.289	295.051	254.89	129.333	278.344	248.857	116.62	249.184	235.348	135.416	169.018	440.497	221.432	151.648	389.511	238.528	222.932	429.322	200.878	222.302	373.212	235.449	246.79	336.057	163.059	263.814	349.094	157.25	295.029	367.863	141.645	279.37	381.709	133.426	256.016	395.608	133.846
3831	128.807	210.705	201.091	136.964	241.16	229.771	173.72	224.271	160.512	202.398	259.27	209.902	195.365	345.015	157.891	293.388	283.088	155.046	295.059	254.869	129.361	278.343	248.849	116.62	249.184	235.355	135.418	169.018	440.491	221.399	151.637	389.511	238.506	222.924	429.321	200.861	222.296	373.214	235.44	246.826	336.021	163.05	263.814	349.063	157.215	295.029	367.861	141.645	279.373	381.698	133.388	256.068	395.581	133.858
